patch_id,image_id,analyte,concentration_order,concentration_mg_ml,well_id,grid_row,grid_col,crop_file,circle_radius_px,r_mean,r_median,r_std,r_iqr,g_mean,g_median,g_std,g_iqr,b_mean,b_median,b_std,b_iqr,s_mean,s_median,s_std,s_iqr,v_mean,v_median,v_std,v_iqr,h_circular_mean_deg,h_circular_std_deg,h_resultant_length,h_sin_weighted,h_cos_weighted,r_chromaticity_mean,r_chromaticity_median,g_chromaticity_mean,g_chromaticity_median,b_chromaticity_mean,b_chromaticity_median,intensity_mean,intensity_median,r_bg_median,g_bg_median,b_bg_median,r_delta_bg,g_delta_bg,b_delta_bg,r_ratio_bg,g_ratio_bg,b_ratio_bg,roi_pixel_count,valid_pixel_count,highlight_pixel_count,highlight_fraction,valid_fraction,dark_fraction,background_pixel_count,qc_status,qc_reason
glucose_01_c0_wD08,glucose_01_c0,glucose,1,0.0,D08,4,8,crops/glucose/glucose_01_c0/glucose_01_c0_wD08.png,71.135,86.323409,87.0,9.275438,10.0,102.436345,103.0,9.382148,10.0,122.141042,123.0,9.459521,11.0,0.294832,0.294118,0.026315,0.031373,0.478984,0.482353,0.037096,0.043137,212.898073,1.710219,0.999555,-0.542904,-0.839264,0.277188,0.277778,0.329435,0.329787,0.393376,0.392617,103.633599,104.0,210.0,214.0,217.0,-123.0,-111.0,-94.0,0.414286,0.481308,0.56682,7792,7792,0,0.0,1.0,0.0,3875,pass,
glucose_01_c0_wD09,glucose_01_c0,glucose,1,0.0,D09,4,9,crops/glucose/glucose_01_c0/glucose_01_c0_wD09.png,69.115,87.091156,88.0,11.407069,14.0,101.546939,102.0,11.739933,14.0,118.995782,120.0,11.781231,14.0,0.270417,0.270588,0.027895,0.035294,0.46665,0.470588,0.046201,0.054902,213.154622,2.105851,0.999325,-0.546531,-0.836632,0.28251,0.283019,0.329999,0.329268,0.38749,0.386986,102.544626,103.0,208.0,213.0,216.0,-120.0,-111.0,-96.0,0.423077,0.478873,0.555556,7350,7350,0,0.0,1.0,0.0,3659,pass,
glucose_01_c0_wD10,glucose_01_c0,glucose,1,0.0,D10,4,10,crops/glucose/glucose_01_c0/glucose_01_c0_wD10.png,66.422,89.727487,90.0,10.008408,9.0,105.059594,105.0,10.240177,10.0,123.596233,123.0,10.130113,10.0,0.275838,0.27451,0.028983,0.023529,0.484691,0.482353,0.039726,0.039216,212.914505,2.096024,0.999331,-0.543024,-0.838921,0.281301,0.281818,0.329873,0.329268,0.388826,0.388199,106.127771,106.0,201.0,206.0,209.0,-111.0,-101.0,-86.0,0.447761,0.509709,0.588517,6796,6796,0,0.0,1.0,0.0,3376,pass,
glucose_01_c0_wD11,glucose_01_c0,glucose,1,0.0,D11,4,11,crops/glucose/glucose_01_c0/glucose_01_c0_wD11.png,70.237,89.378357,91.0,11.787864,13.0,103.529621,105.0,11.946764,14.0,120.738415,122.0,11.735125,14.0,0.262368,0.258824,0.031804,0.031373,0.473484,0.478431,0.04602,0.054902,213.203052,3.420593,0.99822,-0.546633,-0.835245,0.284287,0.285256,0.329989,0.329412,0.385725,0.384393,104.548798,106.0,205.0,210.0,212.0,-114.0,-105.0,-90.0,0.443902,0.5,0.575472,7596,7596,0,0.0,1.0,0.0,3768,pass,
glucose_01_c0_wD12,glucose_01_c0,glucose,1,0.0,D12,4,12,crops/glucose/glucose_01_c0/glucose_01_c0_wD12.png,65.076,94.51849,95.0,7.968896,9.0,107.677459,107.0,8.280972,9.0,125.012276,125.0,8.060488,9.0,0.244791,0.243137,0.020126,0.023529,0.490244,0.490196,0.03161,0.035294,214.367382,2.542394,0.999016,-0.563942,-0.824623,0.288646,0.28869,0.329011,0.328947,0.382342,0.382184,109.069408,109.0,195.0,199.0,202.0,-100.0,-92.0,-77.0,0.487179,0.537688,0.618812,6517,6517,0,0.0,1.0,0.0,3236,pass,
glucose_01_c0_wE01,glucose_01_c0,glucose,1,0.0,E01,5,1,crops/glucose/glucose_01_c0/glucose_01_c0_wE01.png,68.666,129.657304,130.0,8.904546,12.0,148.492221,149.0,9.075716,12.0,170.288999,171.0,9.330931,12.0,0.239124,0.239216,0.015737,0.023529,0.6678,0.670588,0.036592,0.047059,212.366485,1.7368,0.999541,-0.535087,-0.844253,0.288995,0.288889,0.331124,0.33049,0.379881,0.380165,149.479508,150.333333,216.0,221.0,225.0,-86.0,-72.0,-54.0,0.601852,0.674208,0.76,7263,7263,0,0.0,1.0,0.0,3601,pass,
glucose_01_c0_wE02,glucose_01_c0,glucose,1,0.0,E02,5,2,crops/glucose/glucose_01_c0/glucose_01_c0_wE02.png,63.505,101.716766,102.0,5.319845,6.0,117.767722,118.0,5.460639,6.0,140.139367,140.0,5.634791,6.0,0.274983,0.27451,0.012136,0.015686,0.549566,0.54902,0.022097,0.023529,215.262485,1.313444,0.999737,-0.577171,-0.816301,0.282758,0.282967,0.327462,0.326975,0.38978,0.389881,119.874618,120.0,120.0,128.0,136.0,-18.0,-10.0,4.0,0.85,0.921875,1.029412,6221,6221,0,0.0,1.0,0.0,3080,pass,
glucose_01_c0_wE03,glucose_01_c0,glucose,1,0.0,E03,5,3,crops/glucose/glucose_01_c0/glucose_01_c0_wE03.png,62.832,96.727961,97.0,8.481404,10.0,112.994243,114.0,8.520976,10.0,133.381743,134.0,8.649412,10.0,0.275882,0.27451,0.021014,0.023529,0.523066,0.52549,0.033919,0.039216,213.127611,2.113051,0.99932,-0.546134,-0.836886,0.281627,0.282051,0.329313,0.330097,0.389061,0.388715,114.367982,115.0,84.0,93.0,101.0,13.0,21.0,33.0,1.154762,1.225806,1.326733,6080,6080,0,0.0,1.0,0.0,3007,pass,
glucose_01_c0_wE04,glucose_01_c0,glucose,1,0.0,E04,5,4,crops/glucose/glucose_01_c0/glucose_01_c0_wE04.png,70.462,94.416013,95.0,9.275629,11.0,110.75314,111.0,9.325395,11.0,133.441784,134.0,9.643251,12.0,0.293837,0.294118,0.021034,0.023529,0.523301,0.52549,0.037817,0.047059,214.926256,1.776016,0.99952,-0.572247,-0.819496,0.278485,0.278736,0.327059,0.326531,0.394456,0.394118,112.870312,113.333333,211.0,215.0,219.0,-116.0,-104.0,-85.0,0.450237,0.516279,0.611872,7644,7644,0,0.0,1.0,0.0,3786,pass,
glucose_01_c0_wE05,glucose_01_c0,glucose,1,0.0,E05,5,5,crops/glucose/glucose_01_c0/glucose_01_c0_wE05.png,67.096,89.804307,90.0,6.691896,8.0,105.762104,106.0,6.560363,7.0,126.648649,126.0,6.654556,9.0,0.291655,0.294118,0.018917,0.027451,0.496661,0.494118,0.026096,0.035294,213.791914,1.733396,0.999542,-0.555924,-0.830683,0.278493,0.278443,0.328227,0.327485,0.39328,0.393082,107.40502,107.0,206.0,211.0,215.0,-116.0,-105.0,-89.0,0.436893,0.50237,0.586047,6919,6919,0,0.0,1.0,0.0,3441,pass,
glucose_01_c0_wE06,glucose_01_c0,glucose,1,0.0,E06,5,6,crops/glucose/glucose_01_c0/glucose_01_c0_wE06.png,66.871,85.953238,87.0,8.150602,9.0,102.190967,103.0,8.083394,9.0,123.388324,124.0,8.619962,10.0,0.304634,0.301961,0.023476,0.019608,0.483876,0.486275,0.033804,0.039216,213.824116,1.955205,0.999418,-0.556321,-0.830267,0.27551,0.276094,0.328045,0.327434,0.396445,0.39604,103.844177,104.333333,200.0,205.0,209.0,-113.0,-102.0,-85.0,0.435,0.502439,0.593301,6886,6886,0,0.0,1.0,0.0,3416,pass,
glucose_01_c0_wE07,glucose_01_c0,glucose,1,0.0,E07,5,7,crops/glucose/glucose_01_c0/glucose_01_c0_wE07.png,66.647,85.454758,86.0,8.601964,8.0,102.458419,103.0,8.575372,8.0,121.861933,123.0,8.673708,8.0,0.300369,0.294118,0.026305,0.019608,0.47789,0.482353,0.034015,0.031373,211.435644,1.052505,0.999831,-0.521453,-0.853083,0.275368,0.276527,0.330739,0.330247,0.393893,0.393082,103.25837,104.0,201.0,206.0,210.0,-115.0,-103.0,-87.0,0.427861,0.5,0.585714,6830,6830,0,0.0,1.0,0.0,3390,pass,
glucose_01_c0_wE08,glucose_01_c0,glucose,1,0.0,E08,5,8,crops/glucose/glucose_01_c0/glucose_01_c0_wE08.png,64.403,90.240953,91.0,6.449887,8.0,105.412345,106.0,6.343634,8.0,126.713614,127.0,6.576756,8.0,0.288628,0.286275,0.017066,0.019608,0.496916,0.498039,0.025791,0.031373,214.499691,1.38711,0.999707,-0.566236,-0.823888,0.279737,0.280236,0.326991,0.327103,0.393272,0.392962,107.455637,108.0,165.0,172.5,174.0,-74.0,-66.5,-47.0,0.551515,0.614493,0.729885,6383,6383,0,0.0,1.0,0.0,3170,pass,
glucose_01_c0_wE09,glucose_01_c0,glucose,1,0.0,E09,5,9,crops/glucose/glucose_01_c0/glucose_01_c0_wE09.png,61.261,88.676181,89.0,10.012065,11.0,104.89725,106.0,10.048825,11.0,122.53745,123.0,10.2651,12.0,0.278192,0.27451,0.025075,0.027451,0.480539,0.482353,0.040255,0.047059,210.912863,1.711271,0.999554,-0.513505,-0.857567,0.280027,0.280967,0.331838,0.332335,0.388135,0.387195,105.370293,106.333333,25.0,33.0,42.0,64.0,73.0,81.0,3.56,3.212121,2.928571,5781,5781,0,0.0,1.0,0.0,2887,pass,
glucose_01_c0_wE10,glucose_01_c0,glucose,1,0.0,E10,5,10,crops/glucose/glucose_01_c0/glucose_01_c0_wE10.png,66.422,89.719688,90.0,9.924279,11.0,105.934815,106.0,9.706494,11.0,123.211154,124.0,9.76105,10.0,0.273748,0.27451,0.027955,0.031373,0.483181,0.486275,0.038279,0.039216,210.806927,1.819028,0.999496,-0.511889,-0.858465,0.280818,0.281391,0.332242,0.332326,0.38694,0.386707,106.288552,106.333333,202.0,207.0,209.0,-112.0,-101.0,-85.0,0.445545,0.512077,0.593301,6796,6796,0,0.0,1.0,0.0,3364,pass,
glucose_01_c0_wE11,glucose_01_c0,glucose,1,0.0,E11,5,11,crops/glucose/glucose_01_c0/glucose_01_c0_wE11.png,61.71,91.859189,91.0,10.13672,12.75,106.368394,106.0,10.109686,12.0,124.365155,124.0,10.071157,13.0,0.262992,0.262745,0.024923,0.031373,0.487706,0.486275,0.039495,0.05098,213.523308,1.77983,0.999518,-0.55201,-0.833259,0.284319,0.284404,0.329692,0.329231,0.385988,0.386139,107.530913,107.333333,67.0,74.0,82.0,24.0,32.0,42.0,1.358209,1.432432,1.512195,5866,5866,0,0.0,1.0,0.0,2903,pass,
glucose_01_c0_wE12,glucose_01_c0,glucose,1,0.0,E12,5,12,crops/glucose/glucose_01_c0/glucose_01_c0_wE12.png,60.364,94.61349,94.0,9.20454,11.0,108.342791,108.0,9.309786,11.0,126.599572,127.0,9.206775,11.0,0.253806,0.254902,0.020491,0.027451,0.496469,0.498039,0.036105,0.043137,214.604446,1.96125,0.999414,-0.567575,-0.82261,0.286792,0.286932,0.328702,0.328622,0.384506,0.38484,109.851951,110.0,33.0,41.0,50.0,61.0,67.0,77.0,2.848485,2.634146,2.54,5604,5604,0,0.0,1.0,0.0,2787,pass,
glucose_01_c0_wF01,glucose_01_c0,glucose,1,0.0,F01,6,1,crops/glucose/glucose_01_c0/glucose_01_c0_wF01.png,69.34,131.520465,132.0,8.104108,10.0,150.562475,151.0,7.693208,10.0,172.25152,173.0,7.804823,10.0,0.237149,0.235294,0.014379,0.019608,0.675496,0.678431,0.030607,0.039216,212.466252,2.055516,0.999357,-0.536457,-0.843165,0.289331,0.290179,0.331408,0.330508,0.379261,0.378788,151.44482,152.0,213.0,219.0,223.0,-81.0,-68.0,-50.0,0.619718,0.689498,0.775785,7403,7403,0,0.0,1.0,0.0,3655,pass,
glucose_01_c0_wF02,glucose_01_c0,glucose,1,0.0,F02,6,2,crops/glucose/glucose_01_c0/glucose_01_c0_wF02.png,65.749,98.446716,99.0,8.043979,10.0,115.379528,116.0,8.162548,11.0,135.448519,136.0,9.095231,12.0,0.273685,0.27451,0.017264,0.023529,0.531171,0.533333,0.035668,0.047059,212.507865,1.968731,0.99941,-0.537098,-0.84282,0.281673,0.281501,0.330375,0.330357,0.387952,0.388199,116.424921,117.333333,197.0,203.0,207.0,-98.0,-87.0,-71.0,0.502538,0.571429,0.657005,6653,6653,0,0.0,1.0,0.0,3288,pass,
glucose_01_c0_wF03,glucose_01_c0,glucose,1,0.0,F03,6,3,crops/glucose/glucose_01_c0/glucose_01_c0_wF03.png,70.013,97.291611,98.0,7.922845,9.0,113.619724,114.0,7.719941,9.0,133.930183,135.0,7.868842,10.0,0.274627,0.270588,0.019129,0.019608,0.525216,0.529412,0.030858,0.039216,212.72113,1.397974,0.999702,-0.54039,-0.841061,0.281863,0.282353,0.329489,0.330218,0.388648,0.387931,114.947173,116.0,210.0,215.0,219.0,-112.0,-101.0,-84.0,0.466667,0.530233,0.616438,7534,7534,0,0.0,1.0,0.0,3739,pass,
glucose_01_c0_wF04,glucose_01_c0,glucose,1,0.0,F04,6,4,crops/glucose/glucose_01_c0/glucose_01_c0_wF04.png,71.359,91.339627,92.0,10.697492,9.0,107.798801,109.0,10.59675,9.0,130.138811,131.0,10.796672,10.0,0.300614,0.298039,0.034668,0.023529,0.510348,0.513725,0.04234,0.039216,214.663062,2.179549,0.999277,-0.568338,-0.821916,0.276655,0.277778,0.327307,0.326531,0.396038,0.394822,109.75908,110.333333,209.0,214.0,217.0,-117.0,-105.0,-86.0,0.440191,0.509346,0.603687,7838,7838,0,0.0,1.0,0.0,3895,pass,
glucose_01_c0_wF05,glucose_01_c0,glucose,1,0.0,F05,6,5,crops/glucose/glucose_01_c0/glucose_01_c0_wF05.png,67.32,93.592369,94.0,7.090914,9.0,110.058663,110.0,7.057901,8.0,133.200373,134.0,7.246471,8.0,0.298107,0.298039,0.018893,0.023529,0.522354,0.52549,0.028418,0.031373,215.143505,1.456752,0.999677,-0.57544,-0.817449,0.277627,0.277778,0.326712,0.326471,0.395661,0.396341,112.283802,113.0,201.0,206.0,209.0,-107.0,-96.0,-75.0,0.467662,0.533981,0.641148,6972,6972,0,0.0,1.0,0.0,3462,pass,
glucose_01_c0_wF06,glucose_01_c0,glucose,1,0.0,F06,6,6,crops/glucose/glucose_01_c0/glucose_01_c0_wF06.png,70.91,89.460127,89.0,7.154727,8.0,105.728189,106.0,6.967227,8.0,127.810133,128.0,7.851587,10.0,0.300729,0.301961,0.018335,0.019608,0.501216,0.501961,0.030791,0.039216,214.493802,2.25849,0.999223,-0.565877,-0.823547,0.276731,0.276923,0.327381,0.326284,0.395888,0.396011,107.66615,107.333333,204.0,209.0,213.0,-115.0,-103.0,-85.0,0.436275,0.507177,0.600939,7737,7737,0,0.0,1.0,0.0,3836,pass,
glucose_01_c0_wF07,glucose_01_c0,glucose,1,0.0,F07,6,7,crops/glucose/glucose_01_c0/glucose_01_c0_wF07.png,67.32,91.546393,92.0,7.388759,9.0,107.169941,107.0,7.176971,9.0,128.694679,129.0,7.458888,9.0,0.289566,0.290196,0.019179,0.023529,0.504685,0.505882,0.029251,0.035294,214.476641,1.908436,0.999445,-0.565756,-0.8239,0.279351,0.279635,0.327332,0.32659,0.393317,0.39322,109.137005,109.333333,192.0,197.0,201.0,-100.0,-90.0,-72.0,0.479167,0.543147,0.641791,6973,6973,0,0.0,1.0,0.0,3463,pass,
glucose_01_c0_wF08,glucose_01_c0,glucose,1,0.0,F08,6,8,crops/glucose/glucose_01_c0/glucose_01_c0_wF08.png,69.34,88.415023,89.0,7.975027,9.0,104.333829,105.0,7.915046,9.0,125.514861,127.0,8.847601,11.0,0.29654,0.294118,0.021198,0.027451,0.492215,0.498039,0.034696,0.043137,213.959513,2.175034,0.99928,-0.558205,-0.828835,0.277509,0.277778,0.327863,0.327103,0.394628,0.394231,106.087904,107.0,206.0,211.0,214.0,-117.0,-106.0,-87.0,0.432039,0.49763,0.593458,7402,7402,0,0.0,1.0,0.0,3670,pass,
glucose_01_c0_wF09,glucose_01_c0,glucose,1,0.0,F09,6,9,crops/glucose/glucose_01_c0/glucose_01_c0_wF09.png,69.115,91.440392,91.0,8.333081,11.0,108.018917,108.0,8.407202,10.0,127.97877,128.0,9.143169,12.0,0.286351,0.286275,0.019516,0.023529,0.501878,0.501961,0.035856,0.047059,212.621629,2.314425,0.999184,-0.538649,-0.841562,0.278984,0.278997,0.32992,0.330303,0.391096,0.390909,109.146026,109.0,203.0,208.0,212.0,-112.0,-100.0,-84.0,0.448276,0.519231,0.603774,7348,7348,0,0.0,1.0,0.0,3644,pass,
glucose_01_c0_wF10,glucose_01_c0,glucose,1,0.0,F10,6,10,crops/glucose/glucose_01_c0/glucose_01_c0_wF10.png,67.32,94.666475,95.0,7.046714,8.0,111.026384,111.0,7.061664,8.0,131.866361,132.0,7.380804,8.0,0.28279,0.286275,0.018144,0.019608,0.517123,0.517647,0.028944,0.031373,213.581028,2.309011,0.999188,-0.552667,-0.832428,0.280249,0.280236,0.328908,0.329446,0.390843,0.391061,112.51974,113.0,205.0,210.0,213.0,-110.0,-99.0,-81.0,0.463415,0.528571,0.619718,6974,6974,0,0.0,1.0,0.0,3451,pass,
glucose_01_c0_wF11,glucose_01_c0,glucose,1,0.0,F11,6,11,crops/glucose/glucose_01_c0/glucose_01_c0_wF11.png,65.749,98.474902,99.0,8.423432,11.0,113.713255,114.0,8.419895,11.0,133.598136,134.0,8.579719,11.0,0.264029,0.262745,0.019896,0.023529,0.523914,0.52549,0.033646,0.043137,213.465975,1.738925,0.99954,-0.551188,-0.833829,0.284533,0.2849,0.328836,0.328042,0.386631,0.386483,115.262098,115.333333,204.0,209.0,213.0,-105.0,-95.0,-79.0,0.485294,0.545455,0.629108,6654,6654,0,0.0,1.0,0.0,3306,pass,
glucose_01_c0_wF12,glucose_01_c0,glucose,1,0.0,F12,6,12,crops/glucose/glucose_01_c0/glucose_01_c0_wF12.png,66.422,102.029615,102.0,8.770816,8.0,117.668779,118.0,8.813536,9.0,136.564167,137.0,9.126364,9.0,0.253651,0.254902,0.019257,0.023529,0.535546,0.537255,0.03579,0.035294,212.764883,1.58049,0.99962,-0.540987,-0.840579,0.286154,0.286486,0.330283,0.329815,0.383563,0.383523,118.754187,119.0,202.5,207.0,211.0,-100.5,-89.0,-74.0,0.503704,0.570048,0.649289,6787,6787,0,0.0,1.0,0.0,3370,pass,
glucose_01_c0_wG01,glucose_01_c0,glucose,1,0.0,G01,7,1,crops/glucose/glucose_01_c0/glucose_01_c0_wG01.png,65.3,123.744321,124.0,10.229015,11.0,143.269858,145.0,9.825496,10.0,164.979113,166.0,10.543734,11.0,0.25097,0.25098,0.018494,0.019608,0.646977,0.65098,0.041348,0.043137,211.603501,2.058735,0.999355,-0.5237,-0.851145,0.286185,0.285714,0.331698,0.331646,0.382117,0.38191,143.997764,145.0,197.0,205.0,208.0,-73.0,-60.0,-42.0,0.629442,0.707317,0.798077,6559,6559,0,0.0,1.0,0.0,3263,pass,
glucose_01_c0_wG02,glucose_01_c0,glucose,1,0.0,G02,7,2,crops/glucose/glucose_01_c0/glucose_01_c0_wG02.png,67.769,92.206511,92.0,8.806432,10.0,108.316914,108.0,9.30199,11.0,129.898514,130.0,9.681599,11.0,0.291203,0.290196,0.018829,0.023529,0.509406,0.509804,0.037967,0.043137,214.427742,1.827688,0.999491,-0.565079,-0.82442,0.27878,0.27907,0.327766,0.326861,0.393454,0.393586,110.140646,110.333333,206.0,212.0,216.0,-114.0,-104.0,-86.0,0.446602,0.509434,0.601852,7065,7065,0,0.0,1.0,0.0,3508,pass,
glucose_01_c0_wG03,glucose_01_c0,glucose,1,0.0,G03,7,3,crops/glucose/glucose_01_c0/glucose_01_c0_wG03.png,66.871,90.07756,90.0,6.451569,8.0,106.507044,107.0,6.430263,8.0,127.901816,128.0,7.048557,9.0,0.296259,0.294118,0.017475,0.019608,0.501576,0.501961,0.027641,0.035294,214.224167,2.105597,0.999325,-0.562053,-0.826285,0.277422,0.277612,0.328251,0.327273,0.394327,0.394118,108.16214,108.333333,195.0,201.0,206.0,-105.0,-94.0,-78.0,0.461538,0.532338,0.621359,6885,6885,0,0.0,1.0,0.0,3422,pass,
glucose_01_c0_wG04,glucose_01_c0,glucose,1,0.0,G04,7,4,crops/glucose/glucose_01_c0/glucose_01_c0_wG04.png,67.993,86.779212,88.0,7.436216,8.0,103.194417,104.0,7.324211,8.0,125.177444,127.0,8.662874,10.0,0.307451,0.305882,0.017803,0.023529,0.490892,0.498039,0.033972,0.039216,214.172947,2.599351,0.998971,-0.561115,-0.826495,0.275099,0.275758,0.32753,0.326284,0.39737,0.397516,105.050358,106.333333,199.0,204.0,207.0,-111.0,-100.0,-80.0,0.442211,0.509804,0.613527,7129,7129,0,0.0,1.0,0.0,3534,pass,
glucose_01_c0_wG05,glucose_01_c0,glucose,1,0.0,G05,7,5,crops/glucose/glucose_01_c0/glucose_01_c0_wG05.png,70.91,85.976756,87.0,6.788361,8.0,102.156379,103.0,6.886829,8.0,122.010718,123.0,7.312958,8.0,0.295977,0.294118,0.017765,0.019608,0.478473,0.482353,0.028678,0.031373,212.681756,1.522551,0.999647,-0.539782,-0.841386,0.277001,0.277259,0.329385,0.330033,0.393614,0.393082,103.381284,104.0,205.0,210.0,213.0,-118.0,-107.0,-90.0,0.42439,0.490476,0.577465,7744,7744,0,0.0,1.0,0.0,3846,pass,
glucose_01_c0_wG06,glucose_01_c0,glucose,1,0.0,G06,7,6,crops/glucose/glucose_01_c0/glucose_01_c0_wG06.png,66.871,83.308005,84.0,6.138328,7.0,100.090949,101.0,6.055473,7.0,121.133953,122.0,6.491207,8.0,0.313051,0.309804,0.017224,0.019608,0.475035,0.478431,0.025456,0.031373,213.487719,2.063505,0.999352,-0.551401,-0.833463,0.273339,0.273973,0.32869,0.329861,0.397971,0.397959,101.510969,102.333333,188.0,193.0,197.0,-104.0,-92.0,-75.0,0.446809,0.523316,0.619289,6883,6883,0,0.0,1.0,0.0,3420,pass,
glucose_01_c0_wG07,glucose_01_c0,glucose,1,0.0,G07,7,7,crops/glucose/glucose_01_c0/glucose_01_c0_wG07.png,64.852,83.060124,83.0,6.590443,8.0,98.415765,99.0,6.559696,8.0,120.343586,121.0,6.940565,9.0,0.310676,0.309804,0.01845,0.023529,0.471936,0.47451,0.027218,0.035294,215.016507,1.557417,0.999631,-0.5736,-0.818684,0.274962,0.27541,0.32607,0.325513,0.398967,0.398714,100.606491,101.0,108.0,116.0,121.0,-25.0,-17.0,0.0,0.768519,0.853448,1.0,6470,6470,0,0.0,1.0,0.0,3213,pass,
glucose_01_c0_wG08,glucose_01_c0,glucose,1,0.0,G08,7,8,crops/glucose/glucose_01_c0/glucose_01_c0_wG08.png,66.647,79.860713,79.0,8.214053,9.0,95.237065,95.0,8.246809,10.0,114.688395,114.0,8.380317,10.0,0.305065,0.305882,0.022301,0.027451,0.449758,0.447059,0.032864,0.039216,213.113461,2.42144,0.999107,-0.545811,-0.836843,0.275199,0.275,0.32862,0.32872,0.396182,0.39576,96.595391,96.0,195.0,200.0,204.0,-116.0,-105.0,-90.0,0.405128,0.475,0.558824,6842,6842,0,0.0,1.0,0.0,3382,pass,
glucose_01_c0_wG09,glucose_01_c0,glucose,1,0.0,G09,7,9,crops/glucose/glucose_01_c0/glucose_01_c0_wG09.png,61.486,84.263755,84.0,6.41693,8.0,100.66575,100.0,6.471584,7.0,118.970942,119.0,6.433237,7.0,0.292503,0.294118,0.017451,0.019608,0.466553,0.466667,0.025228,0.027451,211.443669,1.770053,0.999523,-0.521411,-0.852746,0.277057,0.276873,0.331229,0.332192,0.391714,0.392027,101.300149,101.333333,16.0,23.0,32.0,68.0,77.0,87.0,5.25,4.347826,3.71875,5816,5816,0,0.0,1.0,0.0,2892,pass,
glucose_01_c0_wG10,glucose_01_c0,glucose,1,0.0,G10,7,10,crops/glucose/glucose_01_c0/glucose_01_c0_wG10.png,71.135,88.564419,90.0,14.902285,11.0,104.609505,106.0,14.907106,11.0,123.175851,125.0,15.186963,12.0,0.287986,0.278431,0.065446,0.031373,0.483043,0.490196,0.059557,0.047059,211.91485,2.029187,0.999373,-0.528327,-0.848303,0.277613,0.280645,0.330591,0.330275,0.391796,0.388715,105.449925,107.0,201.0,206.0,209.0,-111.0,-100.0,-84.0,0.447761,0.514563,0.598086,7785,7785,0,0.0,1.0,0.0,3862,pass,
glucose_01_c0_wG11,glucose_01_c0,glucose,1,0.0,G11,7,11,crops/glucose/glucose_01_c0/glucose_01_c0_wG11.png,65.749,92.937331,93.0,6.693703,8.0,108.31575,108.0,6.650103,8.0,128.477908,129.0,7.032154,8.0,0.277267,0.278431,0.018222,0.023529,0.503835,0.505882,0.027577,0.031373,213.653681,1.785412,0.999515,-0.553903,-0.831998,0.281677,0.281609,0.328504,0.328904,0.389819,0.389881,109.91033,110.0,199.0,203.0,207.0,-106.0,-95.0,-78.0,0.467337,0.53202,0.623188,6654,6654,0,0.0,1.0,0.0,3289,pass,
glucose_01_c0_wG12,glucose_01_c0,glucose,1,0.0,G12,7,12,crops/glucose/glucose_01_c0/glucose_01_c0_wG12.png,65.525,96.318753,97.0,7.946399,9.0,111.563645,112.0,7.828889,9.0,131.419706,132.0,8.033993,9.0,0.268253,0.270588,0.017924,0.019608,0.515371,0.517647,0.031506,0.035294,213.459852,1.349786,0.999723,-0.5512,-0.834041,0.283622,0.283668,0.328804,0.327824,0.387573,0.387931,113.100701,113.333333,200.0,205.0,209.0,-103.0,-93.0,-77.0,0.485,0.546341,0.631579,6607,6607,0,0.0,1.0,0.0,3281,pass,
glucose_01_c0_wH01,glucose_01_c0,glucose,1,0.0,H01,8,1,crops/glucose/glucose_01_c0/glucose_01_c0_wH01.png,70.91,115.956477,119.0,18.334193,15.0,134.50988,138.0,19.296777,16.0,156.071161,160.0,19.103441,17.0,0.261527,0.254902,0.043722,0.023529,0.612044,0.627451,0.074915,0.066667,212.645927,2.905164,0.998715,-0.538753,-0.840939,0.284075,0.285057,0.330493,0.330612,0.385432,0.383033,135.512506,139.0,209.0,215.0,219.0,-90.0,-77.0,-59.0,0.569378,0.64186,0.730594,7743,7743,0,0.0,1.0,0.0,3850,pass,
glucose_01_c0_wH02,glucose_01_c0,glucose,1,0.0,H02,8,2,crops/glucose/glucose_01_c0/glucose_01_c0_wH02.png,68.218,83.089982,83.0,9.176594,12.0,98.957943,99.0,9.360541,12.0,120.108425,120.0,10.403175,13.0,0.309395,0.305882,0.024979,0.027451,0.471013,0.470588,0.040797,0.05098,214.135921,1.916795,0.999441,-0.560844,-0.827246,0.274597,0.275316,0.327526,0.32716,0.397877,0.397112,100.718783,101.0,206.0,212.0,215.0,-123.0,-113.0,-95.0,0.402913,0.466981,0.55814,7157,7157,0,0.0,1.0,0.0,3528,pass,
glucose_01_c0_wH03,glucose_01_c0,glucose,1,0.0,H03,8,3,crops/glucose/glucose_01_c0/glucose_01_c0_wH03.png,72.706,82.757245,83.0,8.571804,11.0,99.281434,99.0,8.535714,11.0,120.260314,120.0,9.319293,12.0,0.313098,0.313725,0.023693,0.031373,0.471609,0.470588,0.036546,0.047059,213.291955,2.840657,0.998772,-0.548231,-0.834858,0.273367,0.273723,0.32846,0.329073,0.398172,0.397959,100.766331,101.0,201.0,208.0,210.0,-118.0,-109.0,-90.0,0.412935,0.475962,0.571429,8144,8144,0,0.0,1.0,0.0,4035,pass,
